calibration_index,sample_id,input_file,reference_file,selection
184,1404,images/img_1404_SR8.9_RMSE0.1135_SSIM0.6241.JPEG,img_1404_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
185,1406,images/img_1406_SR9.6_RMSE0.0391_SSIM0.8144.JPEG,img_1406_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
186,1421,images/img_1421_SR10.4_RMSE0.0429_SSIM0.7429.JPEG,img_1421_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
187,1429,images/img_1429_SR11.3_RMSE0.0396_SSIM0.7963.JPEG,img_1429_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
188,1442,images/img_1442_SR9.2_RMSE0.0571_SSIM0.7211.JPEG,img_1442_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
189,1444,images/img_1444_SR8.3_RMSE0.0299_SSIM0.9182.JPEG,img_1444_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
190,1449,images/img_1449_SR11.9_RMSE0.0351_SSIM0.7891.JPEG,img_1449_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
191,1452,images/img_1452_SR10.4_RMSE0.0358_SSIM0.7779.JPEG,img_1452_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
192,1464,images/img_1464_SR9.4_RMSE0.0279_SSIM0.8582.JPEG,img_1464_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
193,1465,images/img_1465_SR11.0_RMSE0.0487_SSIM0.6717.JPEG,img_1465_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
194,1470,images/img_1470_SR11.0_RMSE0.0532_SSIM0.7383.JPEG,img_1470_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
195,1491,images/img_1491_SR10.2_RMSE0.0369_SSIM0.8014.JPEG,img_1491_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
196,1495,images/img_1495_SR9.7_RMSE0.0485_SSIM0.7734.JPEG,img_1495_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
197,1501,images/img_1501_SR10.0_RMSE0.0473_SSIM0.8287.JPEG,img_1501_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
198,1514,images/img_1514_SR9.8_RMSE0.0652_SSIM0.7182.JPEG,img_1514_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
199,1526,images/img_1526_SR11.8_RMSE0.0506_SSIM0.7565.JPEG,img_1526_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
200,1527,images/img_1527_SR10.9_RMSE0.0294_SSIM0.8039.JPEG,img_1527_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
201,1532,images/img_1532_SR9.2_RMSE0.0577_SSIM0.7518.JPEG,img_1532_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
202,1534,images/img_1534_SR10.0_RMSE0.0668_SSIM0.6710.JPEG,img_1534_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
203,1552,images/img_1552_SR10.3_RMSE0.0560_SSIM0.6986.JPEG,img_1552_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
204,1590,images/img_1590_SR13.3_RMSE0.0560_SSIM0.6312.JPEG,img_1590_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
205,1593,images/img_1593_SR10.7_RMSE0.0756_SSIM0.6153.JPEG,img_1593_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
206,1594,images/img_1594_SR8.3_RMSE0.0625_SSIM0.6937.JPEG,img_1594_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
207,1595,images/img_1595_SR11.0_RMSE0.0417_SSIM0.7764.JPEG,img_1595_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
208,1606,images/img_1606_SR9.8_RMSE0.0325_SSIM0.8239.JPEG,img_1606_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
209,1635,images/img_1635_SR8.3_RMSE0.0225_SSIM0.8716.JPEG,img_1635_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
210,1636,images/img_1636_SR10.5_RMSE0.0435_SSIM0.8228.JPEG,img_1636_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
211,1641,images/img_1641_SR10.5_RMSE0.0475_SSIM0.6564.JPEG,img_1641_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
212,1646,images/img_1646_SR10.9_RMSE0.0652_SSIM0.7304.JPEG,img_1646_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
213,1669,images/img_1669_SR9.7_RMSE0.0578_SSIM0.8056.JPEG,img_1669_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
214,1688,images/img_1688_SR11.4_RMSE0.0357_SSIM0.7920.JPEG,img_1688_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
215,1690,images/img_1690_SR10.9_RMSE0.0706_SSIM0.5688.JPEG,img_1690_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
216,1696,images/img_1696_SR12.0_RMSE0.0184_SSIM0.8975.JPEG,img_1696_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
217,1709,images/img_1709_SR11.9_RMSE0.0550_SSIM0.7389.JPEG,img_1709_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
218,1714,images/img_1714_SR9.5_RMSE0.0176_SSIM0.9005.JPEG,img_1714_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
219,1727,images/img_1727_SR9.1_RMSE0.0678_SSIM0.6962.JPEG,img_1727_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
220,1732,images/img_1732_SR14.3_RMSE0.0366_SSIM0.8457.JPEG,img_1732_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
221,1734,images/img_1734_SR11.9_RMSE0.0509_SSIM0.7388.JPEG,img_1734_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
222,1746,images/img_1746_SR9.0_RMSE0.0294_SSIM0.8639.JPEG,img_1746_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
223,1753,images/img_1753_SR11.4_RMSE0.0419_SSIM0.8483.JPEG,img_1753_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
224,1757,images/img_1757_SR9.3_RMSE0.0407_SSIM0.7737.JPEG,img_1757_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
225,1758,images/img_1758_SR9.3_RMSE0.0302_SSIM0.8321.JPEG,img_1758_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
226,1767,images/img_1767_SR10.0_RMSE0.1023_SSIM0.3963.JPEG,img_1767_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
227,1772,images/img_1772_SR10.5_RMSE0.0366_SSIM0.6870.JPEG,img_1772_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
228,1773,images/img_1773_SR10.3_RMSE0.0683_SSIM0.6970.JPEG,img_1773_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
229,1776,images/img_1776_SR10.5_RMSE0.0836_SSIM0.6253.JPEG,img_1776_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
230,1782,images/img_1782_SR10.1_RMSE0.0262_SSIM0.8564.JPEG,img_1782_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
231,1784,images/img_1784_SR8.1_RMSE0.0397_SSIM0.8447.JPEG,img_1784_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
232,1789,images/img_1789_SR10.5_RMSE0.0185_SSIM0.9046.JPEG,img_1789_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
233,1792,images/img_1792_SR8.6_RMSE0.0764_SSIM0.7175.JPEG,img_1792_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
234,1805,images/img_1805_SR10.3_RMSE0.0670_SSIM0.7542.JPEG,img_1805_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
235,1826,images/img_1826_SR9.6_RMSE0.0340_SSIM0.8377.JPEG,img_1826_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
236,1830,images/img_1830_SR13.3_RMSE0.0581_SSIM0.7480.JPEG,img_1830_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
237,1844,images/img_1844_SR10.3_RMSE0.0459_SSIM0.7685.JPEG,img_1844_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
238,1847,images/img_1847_SR9.4_RMSE0.0235_SSIM0.8957.JPEG,img_1847_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
239,1854,images/img_1854_SR11.5_RMSE0.0650_SSIM0.7001.JPEG,img_1854_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
240,1857,images/img_1857_SR10.1_RMSE0.0698_SSIM0.6884.JPEG,img_1857_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
241,1859,images/img_1859_SR11.4_RMSE0.0769_SSIM0.6825.JPEG,img_1859_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
242,1904,images/img_1904_SR10.1_RMSE0.0510_SSIM0.7216.JPEG,img_1904_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
243,1905,images/img_1905_SR8.3_RMSE0.0246_SSIM0.8656.JPEG,img_1905_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
244,1907,images/img_1907_SR9.6_RMSE0.0403_SSIM0.8483.JPEG,img_1907_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
245,1910,images/img_1910_SR10.1_RMSE0.0655_SSIM0.6161.JPEG,img_1910_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
246,1915,images/img_1915_SR9.7_RMSE0.0168_SSIM0.9126.JPEG,img_1915_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
247,1926,images/img_1926_SR10.2_RMSE0.0787_SSIM0.6865.JPEG,img_1926_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
248,1928,images/img_1928_SR10.7_RMSE0.0532_SSIM0.7450.JPEG,img_1928_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
249,1934,images/img_1934_SR10.0_RMSE0.0514_SSIM0.7496.JPEG,img_1934_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
250,1943,images/img_1943_SR11.0_RMSE0.0585_SSIM0.7732.JPEG,img_1943_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
251,1955,images/img_1955_SR9.7_RMSE0.0276_SSIM0.8482.JPEG,img_1955_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
252,1967,images/img_1967_SR10.0_RMSE0.0157_SSIM0.8818.JPEG,img_1967_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
253,1973,images/img_1973_SR10.6_RMSE0.0320_SSIM0.8280.JPEG,img_1973_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
254,1983,images/img_1983_SR10.3_RMSE0.0433_SSIM0.7169.JPEG,img_1983_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
255,1987,images/img_1987_SR11.1_RMSE0.0633_SSIM0.6738.JPEG,img_1987_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
256,2004,images/img_2004_SR12.3_RMSE0.0511_SSIM0.7741.JPEG,img_2004_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
257,2009,images/img_2009_SR7.2_RMSE0.0435_SSIM0.7880.JPEG,img_2009_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
258,2037,images/img_2037_SR9.1_RMSE0.0489_SSIM0.8422.JPEG,img_2037_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
259,2038,images/img_2038_SR8.7_RMSE0.0398_SSIM0.8225.JPEG,img_2038_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
260,2047,images/img_2047_SR9.0_RMSE0.0600_SSIM0.7659.JPEG,img_2047_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
261,2049,images/img_2049_SR9.5_RMSE0.0385_SSIM0.8016.JPEG,img_2049_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
262,2062,images/img_2062_SR9.2_RMSE0.0466_SSIM0.7705.JPEG,img_2062_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
263,2078,images/img_2078_SR10.6_RMSE0.0270_SSIM0.9011.JPEG,img_2078_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
264,2083,images/img_2083_SR11.3_RMSE0.0477_SSIM0.6093.JPEG,img_2083_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
265,2086,images/img_2086_SR8.6_RMSE0.0233_SSIM0.8426.JPEG,img_2086_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
266,2096,images/img_2096_SR12.5_RMSE0.0608_SSIM0.7545.JPEG,img_2096_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
267,2105,images/img_2105_SR11.0_RMSE0.0482_SSIM0.7303.JPEG,img_2105_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
268,2125,images/img_2125_SR8.2_RMSE0.0537_SSIM0.7702.JPEG,img_2125_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
269,2150,images/img_2150_SR9.9_RMSE0.0734_SSIM0.7437.JPEG,img_2150_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
270,2177,images/img_2177_SR9.8_RMSE0.0371_SSIM0.8256.JPEG,img_2177_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
271,2178,images/img_2178_SR8.7_RMSE0.0546_SSIM0.7741.JPEG,img_2178_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
272,2191,images/img_2191_SR9.7_RMSE0.0343_SSIM0.8278.JPEG,img_2191_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
273,2204,images/img_2204_SR9.0_RMSE0.0667_SSIM0.6633.JPEG,img_2204_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
274,2221,images/img_2221_SR11.7_RMSE0.0535_SSIM0.7518.JPEG,img_2221_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
275,2234,images/img_2234_SR10.6_RMSE0.0448_SSIM0.7585.JPEG,img_2234_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
276,2235,images/img_2235_SR9.5_RMSE0.0242_SSIM0.8797.JPEG,img_2235_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
277,2237,images/img_2237_SR11.7_RMSE0.0233_SSIM0.9140.JPEG,img_2237_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
278,2238,images/img_2238_SR11.1_RMSE0.0446_SSIM0.7572.JPEG,img_2238_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
279,2254,images/img_2254_SR9.1_RMSE0.0404_SSIM0.7751.JPEG,img_2254_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
280,2302,images/img_2302_SR10.7_RMSE0.0504_SSIM0.7088.JPEG,img_2302_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
281,2307,images/img_2307_SR10.6_RMSE0.0438_SSIM0.7393.JPEG,img_2307_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
282,2309,images/img_2309_SR10.6_RMSE0.0362_SSIM0.8192.JPEG,img_2309_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
283,2310,images/img_2310_SR9.9_RMSE0.0252_SSIM0.8744.JPEG,img_2310_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
284,2311,images/img_2311_SR11.1_RMSE0.0817_SSIM0.4832.JPEG,img_2311_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
285,2319,images/img_2319_SR10.6_RMSE0.0534_SSIM0.7341.JPEG,img_2319_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
286,2342,images/img_2342_SR9.2_RMSE0.0308_SSIM0.8850.JPEG,img_2342_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
287,2351,images/img_2351_SR8.8_RMSE0.0355_SSIM0.8622.JPEG,img_2351_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
288,2365,images/img_2365_SR9.0_RMSE0.0746_SSIM0.6312.JPEG,img_2365_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
289,2372,images/img_2372_SR11.3_RMSE0.0481_SSIM0.7567.JPEG,img_2372_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
290,2377,images/img_2377_SR9.1_RMSE0.0567_SSIM0.6559.JPEG,img_2377_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
291,2380,images/img_2380_SR11.4_RMSE0.0444_SSIM0.7968.JPEG,img_2380_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
292,2383,images/img_2383_SR10.4_RMSE0.0299_SSIM0.8263.JPEG,img_2383_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
293,2389,images/img_2389_SR8.3_RMSE0.0556_SSIM0.7653.JPEG,img_2389_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
294,2394,images/img_2394_SR9.4_RMSE0.0410_SSIM0.6856.JPEG,img_2394_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
295,2401,images/img_2401_SR10.5_RMSE0.0452_SSIM0.7417.JPEG,img_2401_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
296,2405,images/img_2405_SR10.4_RMSE0.0493_SSIM0.6773.JPEG,img_2405_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
297,2433,images/img_2433_SR9.7_RMSE0.0236_SSIM0.8615.JPEG,img_2433_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
298,2438,images/img_2438_SR9.1_RMSE0.0364_SSIM0.8091.JPEG,img_2438_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
299,2462,images/img_2462_SR9.9_RMSE0.0431_SSIM0.7960.JPEG,img_2462_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
300,2464,images/img_2464_SR10.1_RMSE0.0450_SSIM0.7739.JPEG,img_2464_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
301,2469,images/img_2469_SR9.0_RMSE0.0294_SSIM0.8913.JPEG,img_2469_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
302,2470,images/img_2470_SR10.8_RMSE0.0469_SSIM0.7234.JPEG,img_2470_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
303,2506,images/img_2506_SR11.4_RMSE0.0349_SSIM0.8266.JPEG,img_2506_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
304,2524,images/img_2524_SR11.4_RMSE0.0461_SSIM0.6873.JPEG,img_2524_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
305,2540,images/img_2540_SR12.3_RMSE0.0498_SSIM0.7697.JPEG,img_2540_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
306,2549,images/img_2549_SR9.3_RMSE0.0280_SSIM0.8557.JPEG,img_2549_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
307,2564,images/img_2564_SR11.6_RMSE0.0747_SSIM0.6127.JPEG,img_2564_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
308,2575,images/img_2575_SR9.4_RMSE0.0418_SSIM0.7929.JPEG,img_2575_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
309,2577,images/img_2577_SR11.2_RMSE0.0428_SSIM0.6921.JPEG,img_2577_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
310,2580,images/img_2580_SR10.6_RMSE0.0344_SSIM0.8215.JPEG,img_2580_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
311,2583,images/img_2583_SR9.5_RMSE0.0232_SSIM0.8682.JPEG,img_2583_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
312,2592,images/img_2592_SR8.0_RMSE0.0306_SSIM0.7903.JPEG,img_2592_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
313,2593,images/img_2593_SR10.5_RMSE0.0553_SSIM0.7206.JPEG,img_2593_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
314,2597,images/img_2597_SR11.9_RMSE0.0538_SSIM0.7732.JPEG,img_2597_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
315,2610,images/img_2610_SR9.4_RMSE0.0474_SSIM0.7881.JPEG,img_2610_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
316,2611,images/img_2611_SR9.7_RMSE0.0391_SSIM0.7991.JPEG,img_2611_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
317,2614,images/img_2614_SR10.3_RMSE0.0416_SSIM0.7934.JPEG,img_2614_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
318,2616,images/img_2616_SR9.5_RMSE0.0495_SSIM0.7018.JPEG,img_2616_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
319,2617,images/img_2617_SR9.0_RMSE0.0268_SSIM0.8669.JPEG,img_2617_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
320,2631,images/img_2631_SR10.2_RMSE0.0324_SSIM0.8571.JPEG,img_2631_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
321,2633,images/img_2633_SR8.7_RMSE0.0427_SSIM0.7538.JPEG,img_2633_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
322,2642,images/img_2642_SR11.1_RMSE0.0312_SSIM0.8195.JPEG,img_2642_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
323,2643,images/img_2643_SR9.3_RMSE0.0460_SSIM0.7676.JPEG,img_2643_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
324,2646,images/img_2646_SR9.5_RMSE0.0599_SSIM0.7095.JPEG,img_2646_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
325,2649,images/img_2649_SR10.5_RMSE0.0735_SSIM0.6192.JPEG,img_2649_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
326,2650,images/img_2650_SR14.0_RMSE0.0361_SSIM0.8701.JPEG,img_2650_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
327,2672,images/img_2672_SR10.6_RMSE0.0369_SSIM0.8707.JPEG,img_2672_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
328,2673,images/img_2673_SR10.4_RMSE0.0250_SSIM0.8314.JPEG,img_2673_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
329,2677,images/img_2677_SR7.4_RMSE0.0371_SSIM0.7990.JPEG,img_2677_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
330,2690,images/img_2690_SR12.1_RMSE0.0389_SSIM0.7982.JPEG,img_2690_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
331,2698,images/img_2698_SR10.4_RMSE0.0530_SSIM0.7613.JPEG,img_2698_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
332,2700,images/img_2700_SR7.9_RMSE0.0563_SSIM0.7854.JPEG,img_2700_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
333,2719,images/img_2719_SR10.8_RMSE0.0707_SSIM0.7037.JPEG,img_2719_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
334,2728,images/img_2728_SR8.0_RMSE0.0596_SSIM0.7669.JPEG,img_2728_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
335,2729,images/img_2729_SR12.9_RMSE0.0819_SSIM0.6050.JPEG,img_2729_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
336,2745,images/img_2745_SR11.0_RMSE0.0343_SSIM0.8288.JPEG,img_2745_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
337,2746,images/img_2746_SR10.6_RMSE0.0318_SSIM0.8579.JPEG,img_2746_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
338,2758,images/img_2758_SR11.7_RMSE0.0774_SSIM0.6848.JPEG,img_2758_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
339,2779,images/img_2779_SR10.6_RMSE0.0355_SSIM0.8288.JPEG,img_2779_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
340,2780,images/img_2780_SR11.5_RMSE0.0765_SSIM0.6552.JPEG,img_2780_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
341,2784,images/img_2784_SR10.3_RMSE0.0359_SSIM0.8356.JPEG,img_2784_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
342,2798,images/img_2798_SR9.9_RMSE0.0311_SSIM0.7489.JPEG,img_2798_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
343,2806,images/img_2806_SR10.0_RMSE0.0365_SSIM0.7500.JPEG,img_2806_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
344,2819,images/img_2819_SR10.5_RMSE0.0402_SSIM0.7697.JPEG,img_2819_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
345,2831,images/img_2831_SR9.5_RMSE0.0447_SSIM0.7352.JPEG,img_2831_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
346,2839,images/img_2839_SR12.3_RMSE0.0537_SSIM0.7900.JPEG,img_2839_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
347,2843,images/img_2843_SR9.2_RMSE0.0382_SSIM0.8565.JPEG,img_2843_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
348,2856,images/img_2856_SR9.9_RMSE0.0446_SSIM0.7846.JPEG,img_2856_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
349,2857,images/img_2857_SR9.7_RMSE0.0444_SSIM0.7990.JPEG,img_2857_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
350,2864,images/img_2864_SR7.9_RMSE0.0211_SSIM0.9300.JPEG,img_2864_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
351,2875,images/img_2875_SR10.2_RMSE0.0239_SSIM0.8993.JPEG,img_2875_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
352,2877,images/img_2877_SR11.1_RMSE0.0526_SSIM0.7846.JPEG,img_2877_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
353,2880,images/img_2880_SR8.7_RMSE0.0232_SSIM0.8851.JPEG,img_2880_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
354,2902,images/img_2902_SR10.5_RMSE0.0517_SSIM0.7202.JPEG,img_2902_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
355,2937,images/img_2937_SR11.4_RMSE0.0588_SSIM0.6553.JPEG,img_2937_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
356,2943,images/img_2943_SR9.8_RMSE0.0335_SSIM0.8301.JPEG,img_2943_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
357,2956,images/img_2956_SR10.9_RMSE0.0212_SSIM0.8907.JPEG,img_2956_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
358,2963,images/img_2963_SR10.6_RMSE0.0242_SSIM0.8737.JPEG,img_2963_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
359,2965,images/img_2965_SR10.3_RMSE0.0232_SSIM0.8413.JPEG,img_2965_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
360,2982,images/img_2982_SR10.5_RMSE0.0724_SSIM0.6688.JPEG,img_2982_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
361,2985,images/img_2985_SR11.4_RMSE0.0363_SSIM0.8143.JPEG,img_2985_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
362,2991,images/img_2991_SR11.9_RMSE0.0591_SSIM0.6982.JPEG,img_2991_original.JPEG,deterministic_random_seed_905_from_first_6400_training_pairs
